"Team","G","IP","K.","BB.","HR.9","BABIP","LOB.","LD.","GB.","FB.","HR.FB","EV","WHIP","ERA","FIP","xFIP","SIERA","WAR","O.Swing.","F.Strike.","SwStr.","Zone.","Barrel.","HardHit.","Date"
"MIL",19,24.1,0.193,0.132,0,0.1875,0.814,0.174,0.476,0.349,NA,86.2838,1.0274,1.1096,3.4249,4.6847,4.5566,0.2858,0.274,0.53,0.075,0.41,0.015,0.39,2024-04-24
"NYM",19,20.2,0.266,0.133,0.4355,0.2,0.731,0.142,0.387,0.469,0.043,86.218,1.1129,2.6129,3.6211,4.5428,3.8177,0.2699,0.269,0,0.096,0.402,0.058,0.274,2024-04-24
"OAK",16,16.1,0.246,0.05,0.551,0.2619,0.663,0.255,0.441,0.302,0.076,84.1064,0.9796,3.3061,3.5045,3.8177,2.9797,0.2085,0.335,0.579,0.137,0.477,0.046,0.302,2024-04-24
"HOU",17,18,0.282,0.129,1,0.3542,0.661,0.12,0.52,0.354,0.117,89.51,1.6667,3.5,3.7483,3.6199,3.4978,0.2081,0.3,0.588,0.138,0.371,0,0.4,2024-04-24
"KCR",24,28,0.169,0.098,0.3214,0.225,0.81,0.16,0.543,0.296,0.041,88.6008,1.0714,1.9286,3.5301,4.2601,4.1481,0.1924,0.287,0.535,0.064,0.405,0.049,0.382,2024-04-24
"STL",19,22.2,0.204,0.081,0.7941,0.3582,0.59,0.159,0.521,0.318,0.09,90.027,1.5,5.5588,3.7107,3.9161,3.6186,0.1821,0.298,0.612,0.086,0.443,0.08,0.42,2024-04-24
"BOS",16,20.2,0,0.058,0.871,0.2833,0.72,0.225,0.435,0.338,0.095,88.5813,1.1613,2.6129,3.6211,3.7789,3.5387,0.1754,0.283,0.611,0.119,0.467,0.064,0.435,2024-04-24
"LAA",16,19.1,0.329,0.109,1.3966,0.2927,0.825,0.209,0.395,0.395,0.176,87.9216,1.2414,3.7241,4.0682,3.2763,2.8126,0.1269,0.308,0.56,0.136,0.396,0.068,0.386,2024-04-24
"CHC",17,24,0.195,0.061,0.75,0.2464,0.81,0.183,0.5,0.309,0.09,89.4918,1.0417,2.25,3.5122,3.7062,3.469,0.1225,0.344,0.628,0.121,0.39,0.07,0.38,2024-04-24
"TEX",18,22.2,0.218,0.114,1.5882,0.2167,0.803,0.234,0.328,0.437,0.142,88.7933,1.2353,3.5735,5.0343,4.4615,4.161,0.1216,0.277,0.562,0.124,0.392,0.109,0.421,2024-04-24
"NYY",20,19.1,0.238,0.095,0.931,0.3208,0.674,0.28,0.339,0.377,0,87.8622,1.3966,4.6552,3.8096,3.9063,3.6258,0.1125,0.308,0.714,0.143,0.43,0.072,0.418,2024-04-24
"PIT",19,20.2,0.252,0.136,0.871,0.2407,0.62,0.129,0.388,0.481,0.076,84.4859,1.3548,4.7903,4.2501,4.7451,4.0366,0.0889,0.299,0.621,0.121,0.422,0.071,0.285,2024-04-24
"WSN",20,17.2,0.102,0.089,0.5094,0.3226,0.714,0.19,0.476,0.333,0.047,91.5012,1.5849,4.5849,4.1561,5.0766,5.0474,0.0547,0.27,0.576,0.07,0.44,0.047,0.428,2024-04-24
"PHI",16,14.2,0.18,0.111,1.2273,0.3404,0.595,0.224,0.408,0.367,0.111,89.2027,1.7727,7.9773,5.1827,5.1201,4.4833,0.0183,0.298,0.611,0.083,0.414,0.04,0.326,2024-04-24
"BAL",24,18.1,0.238,0.13,0.9818,0.3333,0.616,0.1,0.4,0.3,0.117,90.7388,1.5818,6.8727,4.6645,4.5384,4.0128,0.0078,0.306,0.571,0.094,0.407,0,0,2024-04-24
"TOR",19,19,0.2,0.107,1.4211,0.28,0.745,0.173,0.423,0.403,0.142,91.1856,1.3684,4.7368,4.5583,4.0457,3.6166,-0.0491,0.296,0.63,0.097,0.411,0.15,0.509,2024-04-24
"DET",20,25,0.153,0.057,1.08,0.2237,0.846,0.153,0.525,0.32,0.1,85.9523,1.04,2.16,4.4972,4.3306,3.8915,-0.0709,0.376,0.692,0.127,0.411,0.03,0.253,2024-04-24
"TBR",21,22.1,0.228,0.043,1.209,0.2333,0.673,0.19,0.428,0.38,0.12,89.2677,0.9403,2.4179,4.0775,3.8287,3.1056,-0.1022,0.306,0.619,0.121,0.425,0.111,0.412,2024-04-24
"LAD",17,18,0.227,0.139,1,0.2444,0.743,0.13,0.478,0.391,0.111,91.323,1.3333,3.5,4.915,4.864,4.2905,-0.1851,0.227,0.607,0.082,0.428,0.085,0.489,2024-04-24
"CHW",22,27.2,0.162,0.076,1.9518,0.2651,0.734,0.146,0.404,0.449,0.1,90.5772,1.3373,4.8795,5.5589,4.7542,4.3521,-0.3176,0.23,0.581,0.091,0.489,0.089,0.393,2024-04-24
"ARI",18,22.2,0.123,0.123,0.7941,0.3026,0.718,0.142,0.545,0.311,0.083,89.0825,1.6765,4.3676,4.9901,5.3185,5.1054,-0.3596,0.32,0.59,0.1,0.446,0.051,0.435,2024-04-24
"CIN",21,25.2,0.2,0,0.3506,0.2535,0.894,0.152,0.402,0.444,0.031,87.8258,0.974,1.0519,2.8255,4.0563,3.5591,0.7628,0.317,0.6,0.12,0.439,0.013,0.347,2024-04-25
"MIN",21,23,0.284,0.073,0,0.3051,0.74,0.203,0.33,0.457,NA,91.2298,1.087,2.7391,1.9633,3.5991,2.9045,0.5989,0.318,0.578,0.127,0.41,0.033,0.406,2024-04-25
"CLE",20,21,0.35,0.049,0.4286,0.3261,0.765,0.23,0.404,0.361,0.058,87.7787,0.9524,2.5714,1.7086,2.2176,1.8481,0.5692,0.362,0.629,0.173,0.401,0.063,0.361,2024-04-25
"MIA",21,26,0.2,0.092,0,0.3286,0.852,0.246,0.434,0.318,NA,91.4009,1.2692,1.3846,2.3295,3.5086,3.3684,0.5336,0.304,0.629,0.104,0.455,0.042,0.428,2024-04-25
"MIL",19,23.2,0.237,0.13,0,0.1695,0,0.172,0.413,0.413,NA,87.6208,0.9718,1.1408,3.0949,4.508,4.1422,0.5086,0.288,0.546,0.09,0.414,0.016,0.423,2024-04-25
"COL",17,28,0.19,0.045,0.3214,0.3373,0.705,0.204,0.457,0.337,0.035,90.3807,1.2143,2.5714,2.6372,3.5664,3.4626,0.5022,0.258,0.645,0.087,0.443,0.011,0.44,2024-04-25
"ATL",14,14.1,0.333,0.03,0.6279,0.2727,0.754,0.294,0.529,0.176,0.166,85.8475,0.8372,1.8837,1.9512,1.6275,1.6372,0.4237,0.365,0.703,0.123,0.394,0.029,0.323,2024-04-25
"NYY",18,19.1,0.253,0.075,0.4655,0.2941,0.648,0.2,0,0.4,0.047,88.0237,1.1379,3.7241,2.8269,3.668,3.283,0.3464,0.349,0.708,0.13,0.438,0.038,0.384,2024-04-25
"SDP",16,19.2,0.232,0.013,0.4576,0.2963,0.903,0.181,0.527,0.29,0.062,86.895,0.9153,1.3729,2.2219,2.6946,2.475,0.3376,0.395,0.684,0.132,0.476,0.072,0.418,2024-04-25
"PIT",18,24.1,0.2,0.129,0.3699,0.2258,0.822,0.163,0.37,0.45,0.035,85.4439,1.1918,1.8493,3.6714,4.7406,3.9599,0.2871,0.277,0.518,0.124,0.4,0.063,0.269,2024-04-25
"BOS",18,24.2,0.214,0.05,0.7297,0.2609,0.732,0.211,0.478,0.309,0.09,89.0093,1.0135,2.1892,3.2183,3.407,3.1889,0.2821,0.314,0.622,0.127,0.451,0.07,0.436,2024-04-25
"TEX",17,23,0.239,0.108,1.1739,0.193,0.808,0.2,0.333,0.416,0.1,88.3839,1.0435,2.7391,4.2242,4.0431,3.8143,0.2743,0.261,0.58,0.12,0.412,0,0,2024-04-25
"SEA",15,15.1,0.225,0.048,0,0.3171,0.7,0.219,0.414,0.365,NA,87.272,1.0435,1.7609,2.6807,4.0438,3.184,0.2475,0.41,0.596,0.132,0.409,0.048,0.365,2024-04-25
"KCR",22,26.2,0.194,0.092,0.675,0.2297,0.772,0.131,0.605,0.263,0,88.0641,1.0875,2.7,3.7747,3.8448,3.6003,0.2057,0.313,0.574,0.07,0.411,0.052,0.381,2024-04-25
"TBR",21,27,0.247,0.036,1,0.2254,0.61,0.175,0.391,0.432,0.093,89.6102,0.8519,2.6667,3.4705,3.6776,2.8821,0.197,0.309,0.642,0.121,0.412,0.108,0.459,2024-04-25
"STL",19,22.2,0.208,0.083,0.7941,0.3538,0.6,0.164,0.537,0.298,0,89.7058,1.4559,5.1618,3.7107,3.7932,3.5354,0.1817,0.303,0.656,0.076,0.441,0.074,0.373,2024-04-25
"HOU",15,17.1,0.259,0.116,1.0385,0.3261,0.732,0.08,0.565,0.347,0.12,84.8431,1.5,3.1154,3.8872,3.6735,3.5042,0.1546,0.36,0.558,0.137,0.371,0.02,0.312,2024-04-25
"NYM",19,22,0.2,0.1,0.8182,0.2453,0.753,0.132,0.43,0.43,0.08,87.6174,1.3182,2.8636,4.0917,4.3667,3.7427,0.1458,0.299,0.5,0.101,0.398,0.072,0.309,2024-04-25
"LAA",17,19.2,0.287,0.137,0.9153,0.3111,0.744,0.239,0.41,0.347,0.12,88.5822,1.4237,4.5763,4.205,4.0166,3.6201,0.1152,0.291,0.551,0.113,0.401,0.042,0.425,2024-04-25
"TOR",18,19,0.197,0.111,0.4737,0.2222,0.833,0.203,0.407,0.388,0.047,90.8001,1.1579,2.3684,3.7161,4.5721,4.2884,0.0733,0.309,0.691,0.074,0.448,0.145,0.49,2024-04-25
"PHI",16,14.2,0.216,0.121,1.2273,0.3778,0.588,0.255,0.34,0.404,0.105,88.3665,1.9091,8.5909,4.9781,5.0105,4.2483,0.0567,0.256,0.567,0.08,0.438,0.085,0.361,2024-04-25
"CHC",19,22.2,0.21,0.063,0.7941,0.2769,0.833,0.2,0.492,0.298,0,89.768,1.1471,2.3824,3.5784,3.6608,3.3358,0.0037,0.355,0.642,0.1,0.395,0.074,0.373,2024-04-25
"SFG",25,27.1,0.169,0.08,1.3171,0.3371,0.468,0.197,0.516,0.285,0.153,88.2104,1.6098,7.9024,4.6006,4.0236,3.9434,-0.0311,0.337,0.588,0.086,0.428,0.08,0.387,2024-04-25
"WSN",21,19,0.088,0.088,0.9474,0.3611,0.662,0.229,0.418,0.351,0.076,93.2334,1.8947,6.6316,4.9267,5.4651,5.3573,-0.0578,0.308,0.588,0.071,0.429,0.081,0.513,2024-04-25
"OAK",15,18,0.17,0.037,1.5,0.3091,0.63,0.28,0.421,0.298,0.176,86.5279,1.2778,5.5,5.0816,4.231,3.5757,-0.0633,0.306,0.587,0.115,0.491,0.06,0.362,2024-04-25
"DET",21,25.1,0.194,0.055,1.4211,0.2432,0.826,0.168,0.48,0.35,0.148,86.4933,1.1053,2.8421,4.5977,4.0302,3.5273,-0.0709,0.401,0.675,0.148,0.407,0.038,0.256,2024-04-25
"CHW",20,24.1,0.21,0.064,1.4795,0.3288,0.756,0.142,0.441,0.415,0.12,90.7109,1.4384,4.8082,4.3701,4.0656,3.5254,-0.077,0.285,0.629,0.112,0.452,0.064,0.376,2024-04-25
"LAD",17,17,0.178,0.109,1.0588,0.2292,0.693,0.142,0.489,0.367,0.111,91.6481,1.2353,3.7059,4.9019,4.8479,4.4162,-0.1698,0.245,0.643,0.092,0.436,0,0.5,2024-04-25
"BAL",23,18.2,0.2,0.11,1.9286,0.3261,0.643,0.1,0.4,0,0,90.8409,1.5536,6.75,5.7622,4.4695,3.7491,-0.2757,0.274,0.595,0.102,0.436,0.1,0.3,2024-04-25
"ARI",18,21.2,0.118,0.138,0.8308,0.3056,0.718,0.191,0.52,0.287,0.095,89.8486,1.7538,4.5692,5.3064,5.457,5.409,-0.3878,0.311,0.594,0.091,0.436,0.054,0.47,2024-04-25
"CIN",23,28.2,0.216,0.063,0.314,0.2338,0.902,0.14,0.397,0.461,0.027,88.5205,0.907,0.9419,2.8581,4.1545,3.5364,0.7828,0.319,0.639,0.13,0.443,0.025,0.371,2024-04-26
"MIN",26,27,0.263,0.087,0,0.2817,0.757,0.183,0.394,0.422,NA,90.3092,1.1111,2.3333,2.3594,3.9077,3.2435,0.6578,0.309,0.596,0.126,0.411,0.028,0.38,2024-04-26
"MIL",24,28,0.236,0.131,0,0.1857,0.833,0.188,0.405,0.405,NA,87.2422,1,0.9643,3.0301,4.4235,4.1102,0.5336,0.285,0.543,0.096,0.42,0.028,0.385,2024-04-26
"MIA",21,26,0.2,0.092,0,0.3286,0.852,0.246,0.434,0.318,NA,91.4009,1.2692,1.3846,2.3295,3.5086,3.3684,0.5336,0.304,0.629,0.104,0.455,0.042,0.428,2024-04-26
"COL",21,33.2,0.19,0.038,0.5347,0.3232,0.69,0.2,0.4,0.3,0.06,89.4538,1.1584,2.9406,2.8699,3.4634,3.4162,0.5297,0.257,0.671,0.084,0.458,0.019,0.39,2024-04-26
"CLE",22,22.2,0.325,0.044,0.3971,0.3208,0.796,0.222,0.425,0.351,0.052,87.8677,0.9706,2.3824,1.946,2.5405,2.0895,0.4615,0.383,0.64,0.177,0.393,0.055,0.351,2024-04-26
"SEA",18,18.1,0.226,0,0,0.3137,0.739,0.215,0.431,0.352,NA,85.8553,1.0364,1.4727,2.4281,3.7962,3.0605,0.4449,0.423,0.613,0.112,0.428,0.039,0.313,2024-04-26
"ATL",14,14.1,0.333,0.03,0.6279,0.2727,0.754,0.294,0.529,0.176,0.166,85.8475,0.8372,1.8837,1.9512,1.6275,1.6372,0.4237,0.365,0.703,0.123,0.394,0.029,0.323,2024-04-26
"SDP",21,25,0.2,0,0.72,0.3286,0.763,0.18,0.555,0.263,0.105,86.6685,1.16,3.24,2.7372,2.7562,2.5714,0.4226,0.361,0.6,0.134,0.44,0.069,0.402,2024-04-26
"NYY",20,21.1,0.244,0.081,0.4219,0.2857,0.67,0.277,0.333,0.388,0.047,88.4843,1.125,3.375,2.9028,3.6651,3.3994,0.4057,0.343,0.697,0.13,0.44,0.035,0.38,2024-04-26
"TEX",16,20.2,0.278,0.088,1.3065,0.1702,0.724,0.2,0.3,0,0.1,88.3361,0.871,3.0484,3.9114,3.3728,3.0824,0.2677,0.287,0.67,0.141,0.43,0,0,2024-04-26
"KCR",22,26.2,0.194,0.092,0.675,0.2297,0.772,0.131,0.605,0.263,0,88.0641,1.0875,2.7,3.7747,3.8448,3.6003,0.2057,0.313,0.574,0.07,0.411,0.052,0.381,2024-04-26
"STL",19,22.2,0.208,0.083,0.7941,0.3538,0.6,0.164,0.537,0.298,0,89.7058,1.4559,5.1618,3.7107,3.7932,3.5354,0.1817,0.303,0.656,0.076,0.441,0.074,0.373,2024-04-26
"PHI",18,17.2,0.244,0.116,1.0189,0.3725,0.629,0.264,0.32,0.415,0.09,87.2615,1.7547,7.1321,4.2693,4.5328,3.8579,0.1567,0.271,0.546,0.106,0.442,0.075,0.358,2024-04-26
"PIT",22,28.1,0.234,0.132,0.6353,0.2533,0.816,0.146,0.413,0.4,0.06,86.5358,1.3412,2.5412,4.1607,4.866,4.1657,0.1473,0.27,0.507,0.115,0.411,0.077,0.298,2024-04-26
"NYM",19,22,0.2,0.1,0.8182,0.2453,0.753,0.132,0.43,0.43,0.08,87.6174,1.3182,2.8636,4.0917,4.3667,3.7427,0.1458,0.299,0.5,0.101,0.398,0.072,0.309,2024-04-26
"BOS",19,24,0.211,0.077,0.75,0.2419,0.896,0.161,0.435,0.403,0,89.3949,1,1.5,3.5122,3.8804,3.6922,0.1297,0.29,0,0.126,0.444,0.062,0.437,2024-04-26
"OAK",19,21.1,0.212,0.042,1.2656,0.3226,0.683,0.2,0.453,0.296,0.157,86.9183,1.2656,4.6406,4.356,3.7689,3.1495,0.0963,0.316,0.595,0.115,0.469,0.061,0.369,2024-04-26
"TBR",18,24,0.237,0.041,1.125,0.2063,0.555,0.181,0.378,0.439,0.103,88.8329,0.8333,3,3.8455,3.9043,3.0626,0.0757,0.313,0.628,0.115,0.4,0.106,0.424,2024-04-26
"TOR",18,19,0.197,0.111,0.4737,0.2222,0.833,0.203,0.407,0.388,0.047,90.8001,1.1579,2.3684,3.7161,4.5721,4.2884,0.0733,0.309,0.691,0.074,0.448,0.145,0.49,2024-04-26
"CHC",21,26,0.196,0.074,0.6923,0.2432,0.845,0.186,0.5,0.293,0.09,88.8599,1.0769,2.0769,3.6757,3.8547,3.5836,0.0721,0.36,0.654,0.11,0.391,0.065,0.355,2024-04-26
"LAD",20,20,0.223,0.094,0.9,0.2593,0.689,0.145,0.509,0.345,0.105,90.1551,1.2,3.6,4.0372,4.061,3.6328,0.0635,0.263,0.67,0.106,0.446,0.089,0.517,2024-04-26
"HOU",18,21,0.244,0.095,1.2857,0.3158,0.719,0.103,0.517,0.379,0.136,85.7361,1.4286,3.8571,4.3753,3.9779,3.4517,0.0263,0.341,0.531,0.127,0.38,0.033,0.333,2024-04-26
"WSN",24,22,0.107,0.088,0.8182,0.35,0.66,0.243,0.402,0.353,0.06,92.1591,1.7727,6.1364,4.5463,5.2013,5.1169,0.0227,0.31,0.558,0.084,0.419,0.073,0.487,2024-04-26
"LAA",15,17,0.278,0.151,1.0588,0.325,0.735,0.268,0.39,0.341,0.142,89.2076,1.5882,5.2941,4.7254,4.3436,3.9291,-0.0069,0.268,0.506,0.101,0,0.047,0.452,2024-04-26
"SFG",23,25.1,0.153,0.085,1.4211,0.3412,0.454,0.195,0.505,0.298,0.153,88.6471,1.6974,8.5263,4.953,4.3305,4.2344,-0.1225,0.329,0.581,0.08,0.432,0.089,0.404,2024-04-26
"ARI",15,15.2,0.109,0.15,1.1489,0.3137,0.808,0.192,0.519,0.288,0.133,89.7453,1.8511,4.5957,6.0734,5.7479,5.7371,-0.1936,0.29,0.561,0.1,0.41,0.056,0.471,2024-04-26
"DET",16,19,0.202,0.063,1.8947,0.2308,0.919,0.145,0.472,0.381,0.19,86.7669,1.1053,3.3158,5.2951,4.0984,3.5711,-0.1968,0.384,0.658,0.141,0.418,0.035,0.2,2024-04-26
"BAL",23,18.2,0.2,0.11,1.9286,0.3261,0.643,0.1,0.4,0,0,90.8409,1.5536,6.75,5.7622,4.4695,3.7491,-0.2757,0.274,0.595,0.102,0.436,0.1,0.3,2024-04-26
"CHW",24,27.1,0.203,0.056,2.3049,0.3293,0.783,0.157,0.415,0.42,0.184,89.6628,1.5,5.5976,5.625,4.233,3.5823,-0.3774,0.273,0.62,0.109,0.455,0.067,0.38,2024-04-26
"TEX",16,20.2,0.328,0.054,0.4355,0.1591,0.849,0.155,0,0.444,0,87.4311,0.5806,0.871,2.0243,2.7438,2.2,0.6567,0.3,0.657,0.156,0.456,0.044,0.355,2024-04-27
"MIL",24,29,0.236,0.122,0,0.1944,0.827,0.183,0.436,0.38,NA,87.1655,0.9655,0.6207,2.8269,4.1242,3.9621,0.6191,0.291,0.543,0.102,0.424,0.041,0.37,2024-04-27
"MIA",23,27,0.236,0.096,0,0.3333,0.81,0.219,0.506,0.27,NA,90.9147,1.3333,2,2.4705,3.5027,3.4335,0.6185,0.314,0.631,0.101,0.425,0.026,0,2024-04-27
"CIN",22,27.2,0.21,0.055,0.6506,0.24,0.912,0.142,0.402,0.454,0.057,88.6465,0.9398,1.3012,3.2818,4.1048,3.4854,0.5751,0.314,0.629,0.132,0.456,0.03,0.35,2024-04-27
"NYY",22,23,0.277,0.077,0.3913,0.2143,0.612,0,0.381,0.418,0.043,90.7472,0.8696,2.3478,2.572,3.4002,2.9701,0.5721,0.317,0.711,0.12,0.442,0.035,0.473,2024-04-27
"COL",21,33.2,0.19,0.038,0.5347,0.3232,0.69,0.2,0.4,0.3,0.06,89.4538,1.1584,2.9406,2.8699,3.4634,3.4162,0.5297,0.257,0.671,0.084,0.458,0.019,0.39,2024-04-27
"SEA",20,21.1,0.229,0.057,0,0.2931,0.769,0.189,0.465,0.344,NA,85.4232,1.0313,1.2656,2.5278,3.8342,3.1656,0.5085,0.41,0.609,0.1,0.422,0.034,0.275,2024-04-27
"ATL",15,14.1,0.339,0.035,0.6279,0.3235,0.714,0.342,0.457,0,0.142,87.4439,0.9767,2.5116,1.8116,1.5852,1.7136,0.453,0.37,0.678,0.13,0.417,0.057,0.342,2024-04-27
"MIN",24,25,0.2,0.111,0,0.2576,0.7,0.166,0.409,0.424,NA,89.5326,1.16,2.52,2.7772,4.3379,3.6808,0.4507,0.299,0.583,0.121,0.395,0.03,0.318,2024-04-27
"CLE",21,22,0.325,0.067,0.4091,0.34,0.781,0.235,0.411,0.352,0.055,90.046,1.0909,2.8636,2.319,2.8682,2.3306,0.4323,0.392,0.662,0.177,0.379,0.058,0.411,2024-04-27
"OAK",21,23.2,0.247,0.051,0.7606,0.2787,0.725,0.241,0.483,0.274,0.117,85.9334,1.0141,3.8028,3.4752,3.3776,2.8107,0.3893,0.328,0.587,0.142,0.442,0.047,0.349,2024-04-27
"KCR",20,25.1,0,0,0.3553,0.2143,0.847,0.126,0.591,0.281,0,88.2475,0.9868,1.4211,3.1372,3.7241,3.5686,0.3617,0.3,0.6,0.06,0.418,0.042,0.366,2024-04-27
"WSN",22,21,0.178,0.084,0.8571,0.3382,0.662,0.242,0.428,0.328,0.08,92.8292,1.5714,5.5714,3.8991,4.1872,4.0856,0.2685,0.338,0.61,0.118,0.43,0.085,0.514,2024-04-27
"SDP",20,26,0.198,0.056,1.0385,0.3026,0.755,0.202,0.51,0.278,0.136,88.4136,1.2308,3.8077,3.7141,3.3932,3.2919,0.2536,0.33,0.622,0.12,0.457,0.075,0.455,2024-04-27
"STL",18,22,0.195,0.065,0.8182,0.3385,0.602,0.19,0.522,0.283,0.105,89.141,1.3636,5.3182,3.6372,3.6588,3.4353,0.2138,0.34,0.619,0.1,0.432,0.089,0.358,2024-04-27
"LAA",16,19.1,0.27,0.129,0.4655,0.2979,0.833,0.2,0.37,0.37,0.055,88.3452,1.3448,2.7931,3.6027,4.2276,3.6946,0.2001,0.295,0.541,0.107,0.406,0.041,0.437,2024-04-27
"PHI",17,16.2,0.246,0.111,1.08,0.375,0.602,0,0,0,0,87.0004,1.74,7.56,4.2772,4.3893,3.7618,0.155,0.271,0.543,0.108,0.434,0,0.3,2024-04-27
"NYM",18,21.1,0.304,0.141,0.8438,0.2553,0.801,0.12,0.458,0.416,0,87.7664,1.2656,2.9531,3.8403,3.9279,3.496,0.1264,0.291,0.565,0.1,0.399,0.061,0.285,2024-04-27
"TBR",16,23.1,0.247,0.04,1.1571,0.2167,0.585,0.174,0.38,0.444,0.107,88.7959,0.8571,3.8571,3.7372,3.7379,2.9649,0.1206,0.32,0.623,0.115,0.399,0.111,0.444,2024-04-27
"LAD",18,19,0.202,0.113,0.4737,0.2157,0.78,0.176,0.45,0.372,0.052,88.7181,1.1053,2.3684,3.874,4.5833,4.2253,0.1094,0.28,0.67,0.1,0.426,0.096,0.461,2024-04-27
"BOS",19,24,0.195,0.08,0.75,0.25,0.81,0.14,0.453,0.406,0.076,90.2103,1.0833,2.25,3.7205,4.1468,3.9769,0.0844,0.309,0.58,0.103,0.432,0.075,0.393,2024-04-27
"SFG",22,24,0.194,0.077,1.125,0.2817,0.647,0.18,0.555,0.263,0.157,85.8594,1.2917,4.875,4.2205,3.6987,3.5208,0.0364,0.344,0.592,0.09,0.417,0.081,0.31,2024-04-27
"CHC",20,24.2,0.1,0,0.7297,0.2429,0.91,0.197,0.45,0.352,0,89.4272,1.0946,1.8243,3.948,4.3062,4.0268,0.0251,0.359,0,0.093,0.41,0.083,0.388,2024-04-27
"PIT",22,25.2,0.237,0.152,0.7013,0.2537,0.806,0.134,0.417,0.447,0.066,87.2849,1.4416,2.8052,4.4229,5.0386,4.4246,0.0147,0.274,0.516,0.114,0.394,0.072,0.289,2024-04-27
"HOU",15,18,0.234,0.098,1.5,0.2857,0.701,0,0.5,0.3,0.166,84.2588,1.3889,4,4.8594,4.0862,3.5613,-0.0724,0.33,0.518,0.124,0.386,0.038,0.326,2024-04-27
"BAL",25,20.1,0.275,0.137,1.3279,0.2889,0.746,0.187,0.437,0.37,0.166,92.0441,1.377,3.9836,4.9077,4.2232,3.7436,-0.135,0.253,0.517,0.123,0.432,0.166,0.395,2024-04-27
"TOR",20,20.1,0.127,0.106,0.8852,0.2754,0.753,0,0.442,0.357,0,92.1743,1.5246,4.4262,4.8585,5.2931,5.0482,-0.1951,0.272,0.61,0.08,0.452,0.112,0.563,2024-04-27
"DET",16,18,0.197,0.061,2,0.2885,0.62,0.178,0.446,0.37,0.19,87.3409,1.3333,7,5.7483,4.4851,3.634,-0.2764,0.366,0.67,0.134,0.406,0.053,0.303,2024-04-27
"CHW",27,26.1,0,0.084,2.3924,0.3855,0.74,0,0.411,0.388,0,89.1869,1.8987,7.1772,6.2132,4.6095,3.9147,-0.3964,0.293,0.592,0.113,0.432,0.055,0.366,2024-04-27
"ARI",15,15.2,0.123,0.13,1.7234,0.34,0.746,0.211,0,0.288,0,91.5543,1.9149,6.3192,6.584,5.4288,5.371,-0.5353,0.281,0.58,0.092,0.426,0.075,0.528,2024-04-27
"SEA",20,21.1,0.229,0.06,0,0.2931,0.73,0.172,0.43,0.396,NA,85.7157,1.0781,1.6875,2.5278,4.0301,3.3705,0.5636,0.423,0.632,0.098,0.413,0.034,0.275,2024-04-28
"TEX",15,21,0.306,0.053,0.4286,0.1702,0.775,0.166,0.416,0.416,0,87.188,0.619,0.8571,2.1372,2.8452,2.3912,0.5611,0.288,0.6,0.158,0.449,0.02,0.333,2024-04-28
"LAD",14,16.1,0.296,0.109,0,0.2368,0.812,0.184,0.447,0.368,NA,87.9575,0.9796,1.102,2.0964,3.2908,3.1157,0.4478,0.358,0.671,0.129,0.431,0.052,0.421,2024-04-28
"COL",22,32.2,0.19,0.053,0.8265,0.3229,0.652,0.224,0.418,0.357,0.085,88.7154,1.2551,3.8571,3.4433,3.7424,3.6282,0.4358,0.292,0.68,0.092,0.415,0.03,0.373,2024-04-28
"CLE",21,22.1,0.26,0.054,0.403,0.3559,0.734,0.233,0.466,0,0.055,91.5351,1.209,3.6269,2.6447,3.1856,2.7496,0.3969,0,0.63,0.16,0.398,0.083,0.4,2024-04-28
"MIN",21,26,0.238,0.1,0,0.2464,0.774,0.188,0.434,0.376,NA,89.4387,1.0769,2.0769,2.7526,4.146,3.6456,0.3778,0.292,0.623,0.12,0.407,0.02,0.347,2024-04-28
"MIL",23,27.2,0.211,0.118,0.9759,0.2763,0.769,0.179,0.423,0.397,0.096,88.4402,1.3735,2.9277,4.2577,4.4094,4.2133,0.3556,0,0.525,0.106,0.423,0.063,0.379,2024-04-28
"SDP",19,25,0.242,0.058,1.08,0.3188,0.783,0.208,0,0.291,0.142,87.5108,1.24,3.6,3.4172,3.0277,2.9094,0.3327,0.344,0.572,0.131,0.44,0.069,0.43,2024-04-28
"NYY",21,23,0.239,0.097,0.3913,0.2034,0.648,0.155,0.465,0.379,0.045,91.4339,0.9565,2.7391,3.0937,3.8614,3.5802,0.3174,0.323,0.706,0.106,0.416,0.066,0,2024-04-28
"STL",18,20.2,0.246,0.061,0.871,0.3019,0.801,0.185,0.481,0.333,0.111,89.2175,1.1129,3.0484,3.3308,3.2863,2.9959,0.3138,0.372,0.654,0.124,0.453,0.09,0.254,2024-04-28
"OAK",18,22.1,0.238,0.056,0.806,0.2182,0.754,0.196,0,0.303,0.117,86.3248,0.8507,3.2239,3.7641,3.6606,2.9807,0.3133,0.313,0.602,0.14,0.43,0.052,0.368,2024-04-28
"ATL",15,15.1,0.265,0.078,0.587,0.3415,0.591,0.219,0.56,0.219,0.111,84.7223,1.3043,4.1087,2.7459,2.716,2.7314,0.3005,0.395,0.703,0.129,0.439,0.047,0.309,2024-04-28
"MIA",20,25.2,0.221,0.097,0.7013,0.2917,0.818,0.15,0.575,0.27,0,90.3643,1.3247,2.4545,3.8385,3.9113,3.506,0.2909,0.333,0.592,0.089,0.382,0.04,0.418,2024-04-28
